filename,utterance,segment,preceding_seg,following_seg,syllable,word,position,start,end,cdur,dur,sylldur,f0min,f0max,f0locmin,f0locmax,time,f0,int,log_f0,f0_std,tonal
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3,chi3,kij5,ri3,chi3ri3kij5,2,45.52435842,45.55397099,0.020501006,0.029612565,0.050113571,0,0,0,0,3,0,0,-Inf,-4.101108516962526,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3,chi3,kij5,ri3,chi3ri3kij5,2,45.52435842,45.55397099,0.020501006,0.029612565,0.050113571,0,0,0,0,4,0,0,-Inf,-4.101108516962526,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3,chi3,kij5,ri3,chi3ri3kij5,2,45.52435842,45.55397099,0.020501006,0.029612565,0.050113571,0,0,0,0,5,0,0,-Inf,-4.101108516962526,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3,chi3,kij5,ri3,chi3ri3kij5,2,45.52435842,45.55397099,0.020501006,0.029612565,0.050113571,0,0,0,0,6,0,0,-Inf,-4.101108516962526,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3,chi3,kij5,ri3,chi3ri3kij5,2,45.52435842,45.55397099,0.020501006,0.029612565,0.050113571,0,0,0,0,7,0,0,-Inf,-4.101108516962526,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3,chi3,kij5,ri3,chi3ri3kij5,2,45.52435842,45.55397099,0.020501006,0.029612565,0.050113571,0,0,0,0,8,0,0,-Inf,-4.101108516962526,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3,chi3,kij5,ri3,chi3ri3kij5,2,45.52435842,45.55397099,0.020501006,0.029612565,0.050113571,0,0,0,0,9,0,0,-Inf,-4.101108516962526,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,ij5,ri3,NA,kij5,chi3ri3kij5,1,45.66330969,45.80392121,0.109338701,0.140611527,0.249950228,296.090856,462.0145373,0.160010708,0.65574012,1,352.3869193,65.17455134,5.864729774474123,2.201513363865654,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,ij5,ri3,NA,kij5,chi3ri3kij5,1,45.66330969,45.80392121,0.109338701,0.140611527,0.249950228,296.090856,462.0145373,0.160010708,0.65574012,2,306.8701805,68.85226674,5.726424793333809,1.3874230041136968,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,ij5,ri3,NA,kij5,chi3ri3kij5,1,45.66330969,45.80392121,0.109338701,0.140611527,0.249950228,296.090856,462.0145373,0.160010708,0.65574012,3,316.9874711,69.8222424,5.758862249752364,1.5683759669447923,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,ij5,ri3,NA,kij5,chi3ri3kij5,1,45.66330969,45.80392121,0.109338701,0.140611527,0.249950228,296.090856,462.0145373,0.160010708,0.65574012,4,349.1555555,72.1946624,5.855517540664813,2.1437187549418826,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,ij5,ri3,NA,kij5,chi3ri3kij5,1,45.66330969,45.80392121,0.109338701,0.140611527,0.249950228,296.090856,462.0145373,0.160010708,0.65574012,5,404.4736503,70.81154926,6.002586592967606,3.1331114241839257,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,ij5,ri3,NA,kij5,chi3ri3kij5,1,45.66330969,45.80392121,0.109338701,0.140611527,0.249950228,296.090856,462.0145373,0.160010708,0.65574012,6,445.2244283,60.62471274,6.098578488291393,3.861960115825959,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,ij5,ri3,NA,kij5,chi3ri3kij5,1,45.66330969,45.80392121,0.109338701,0.140611527,0.249950228,296.090856,462.0145373,0.160010708,0.65574012,7,458.389824,48.57903938,6.12771996620125,4.097430011171138,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,ij5,ri3,NA,kij5,chi3ri3kij5,1,45.66330969,45.80392121,0.109338701,0.140611527,0.249950228,296.090856,462.0145373,0.160010708,0.65574012,8,NA,43.01520397,NA,NA,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,ij5,ri3,NA,kij5,chi3ri3kij5,1,45.66330969,45.80392121,0.109338701,0.140611527,0.249950228,296.090856,462.0145373,0.160010708,0.65574012,9,NA,38.16552796,NA,NA,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3hinj5,NA,sinj5,ni3hinj5,ni3hinj5,7,48.85909761,49.10285527,0.075538089,0.243757664,0.319295753,241.7966202,424.9322362,0.02714038,0.786707223,1,244.7815558,66.22333089,5.500366203845425,0.2769359140648098,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3hinj5,NA,sinj5,ni3hinj5,ni3hinj5,7,48.85909761,49.10285527,0.075538089,0.243757664,0.319295753,241.7966202,424.9322362,0.02714038,0.786707223,2,248.3667278,67.49040709,5.514906395032999,0.3410585652080996,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3hinj5,NA,sinj5,ni3hinj5,ni3hinj5,7,48.85909761,49.10285527,0.075538089,0.243757664,0.319295753,241.7966202,424.9322362,0.02714038,0.786707223,3,248.8144928,67.588557839999993,5.516707609972371,0.3490670732766596,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3hinj5,NA,sinj5,ni3hinj5,ni3hinj5,7,48.85909761,49.10285527,0.075538089,0.243757664,0.319295753,241.7966202,424.9322362,0.02714038,0.786707223,4,251.9586599,67.58253932,5.529265026038202,0.4053021242280527,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3hinj5,NA,sinj5,ni3hinj5,ni3hinj5,7,48.85909761,49.10285527,0.075538089,0.243757664,0.319295753,241.7966202,424.9322362,0.02714038,0.786707223,5,273.2095337,68.75754994,5.610239023500654,0.7853849674410085,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3hinj5,NA,sinj5,ni3hinj5,ni3hinj5,7,48.85909761,49.10285527,0.075538089,0.243757664,0.319295753,241.7966202,424.9322362,0.02714038,0.786707223,6,304.5019904,71.506134,5.718677623745994,1.3450667022059244,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3hinj5,NA,sinj5,ni3hinj5,ni3hinj5,7,48.85909761,49.10285527,0.075538089,0.243757664,0.319295753,241.7966202,424.9322362,0.02714038,0.786707223,7,378.6116427,76.26494649,5.936510990283373,2.670556073645679,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3hinj5,NA,sinj5,ni3hinj5,ni3hinj5,7,48.85909761,49.10285527,0.075538089,0.243757664,0.319295753,241.7966202,424.9322362,0.02714038,0.786707223,8,408.0873426,73.70947628,6.011481226493379,3.1977441756089884,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,i3hinj5,NA,sinj5,ni3hinj5,ni3hinj5,7,48.85909761,49.10285527,0.075538089,0.243757664,0.319295753,241.7966202,424.9322362,0.02714038,0.786707223,9,377.8582818,62.89969224,5.934519209448045,2.6570818252203043,3
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,inj5,ni3hinj5,chi3,sinj5,sinj5,6,49.2009123,49.31877315,0.098057031,0.117860848,0.215917879,297.7794008,318.7773507,0.139392902,0.741482987,1,NA,68.00846317,NA,NA,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,inj5,ni3hinj5,chi3,sinj5,sinj5,6,49.2009123,49.31877315,0.098057031,0.117860848,0.215917879,297.7794008,318.7773507,0.139392902,0.741482987,2,299.9058658,69.66207491,5.703468644750081,1.2628626421672728,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,inj5,ni3hinj5,chi3,sinj5,sinj5,6,49.2009123,49.31877315,0.098057031,0.117860848,0.215917879,297.7794008,318.7773507,0.139392902,0.741482987,3,302.6979837,69.56419651,5.712735554954943,1.3128011115217793,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,inj5,ni3hinj5,chi3,sinj5,sinj5,6,49.2009123,49.31877315,0.098057031,0.117860848,0.215917879,297.7794008,318.7773507,0.139392902,0.741482987,4,304.421308,69.52976128,5.718412623537645,1.343623655850379,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,inj5,ni3hinj5,chi3,sinj5,sinj5,6,49.2009123,49.31877315,0.098057031,0.117860848,0.215917879,297.7794008,318.7773507,0.139392902,0.741482987,5,308.9519108,70.01674348,5.733185636307413,1.424655824687247,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,inj5,ni3hinj5,chi3,sinj5,sinj5,6,49.2009123,49.31877315,0.098057031,0.117860848,0.215917879,297.7794008,318.7773507,0.139392902,0.741482987,6,313.354789,70.61942597,5.747336059783512,1.5034035731481281,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,inj5,ni3hinj5,chi3,sinj5,sinj5,6,49.2009123,49.31877315,0.098057031,0.117860848,0.215917879,297.7794008,318.7773507,0.139392902,0.741482987,7,317.5523678,70.63099773,5.760642742684734,1.578479435906978,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,inj5,ni3hinj5,chi3,sinj5,sinj5,6,49.2009123,49.31877315,0.098057031,0.117860848,0.215917879,297.7794008,318.7773507,0.139392902,0.741482987,8,313.3165062,64.76954121,5.747213881536828,1.5027188655164754,5
ASM_declinacion_9-4-17.wav,ni3hinj5 sinj5 chi3hninj5 chi3ri3kij5,inj5,ni3hinj5,chi3,sinj5,sinj5,6,49.2009123,49.31877315,0.098057031,0.117860848,0.215917879,297.7794008,318.7773507,0.139392902,0.741482987,9,NA,47.56646743,NA,NA,5
